Entity,Code,Year,,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Beer (litres of pure alcohol)"
Afghanistan,AFG,1961,Afghanistan_1961,0
Afghanistan,AFG,1962,Afghanistan_1962,0
Afghanistan,AFG,1963,Afghanistan_1963,0
Afghanistan,AFG,1964,Afghanistan_1964,0
Afghanistan,AFG,1965,Afghanistan_1965,0
Afghanistan,AFG,1966,Afghanistan_1966,0
Afghanistan,AFG,1967,Afghanistan_1967,0
Afghanistan,AFG,1968,Afghanistan_1968,0
Afghanistan,AFG,1969,Afghanistan_1969,0
Afghanistan,AFG,1970,Afghanistan_1970,0
Afghanistan,AFG,1971,Afghanistan_1971,0
Afghanistan,AFG,1972,Afghanistan_1972,0
Afghanistan,AFG,1973,Afghanistan_1973,0
Afghanistan,AFG,1974,Afghanistan_1974,0
Afghanistan,AFG,1975,Afghanistan_1975,0
Afghanistan,AFG,1976,Afghanistan_1976,0
Afghanistan,AFG,1977,Afghanistan_1977,0
Afghanistan,AFG,1978,Afghanistan_1978,0
Afghanistan,AFG,1979,Afghanistan_1979,0
Afghanistan,AFG,1980,Afghanistan_1980,0
Afghanistan,AFG,1981,Afghanistan_1981,0
Afghanistan,AFG,1982,Afghanistan_1982,0
Afghanistan,AFG,1983,Afghanistan_1983,0
Afghanistan,AFG,1984,Afghanistan_1984,0
Afghanistan,AFG,1985,Afghanistan_1985,0
Afghanistan,AFG,1986,Afghanistan_1986,0
Afghanistan,AFG,1987,Afghanistan_1987,0
Afghanistan,AFG,1988,Afghanistan_1988,0
Afghanistan,AFG,1989,Afghanistan_1989,0
Afghanistan,AFG,1990,Afghanistan_1990,0
Afghanistan,AFG,1991,Afghanistan_1991,0
Afghanistan,AFG,1992,Afghanistan_1992,0
Afghanistan,AFG,1993,Afghanistan_1993,0
Afghanistan,AFG,1994,Afghanistan_1994,0
Afghanistan,AFG,1995,Afghanistan_1995,0
Afghanistan,AFG,1996,Afghanistan_1996,0
Afghanistan,AFG,1997,Afghanistan_1997,0
Afghanistan,AFG,1998,Afghanistan_1998,0
Afghanistan,AFG,1999,Afghanistan_1999,0
Afghanistan,AFG,2000,Afghanistan_2000,0
Afghanistan,AFG,2001,Afghanistan_2001,0
Afghanistan,AFG,2002,Afghanistan_2002,0
Afghanistan,AFG,2003,Afghanistan_2003,0
Afghanistan,AFG,2004,Afghanistan_2004,0.02
Afghanistan,AFG,2005,Afghanistan_2005,0.01
Afghanistan,AFG,2006,Afghanistan_2006,0.01
Afghanistan,AFG,2007,Afghanistan_2007,0.01
Afghanistan,AFG,2008,Afghanistan_2008,0.01
Afghanistan,AFG,2009,Afghanistan_2009,0.01
Afghanistan,AFG,2010,Afghanistan_2010,0.01
Afghanistan,AFG,2011,Afghanistan_2011,0.01
Afghanistan,AFG,2012,Afghanistan_2012,0.01
Afghanistan,AFG,2013,Afghanistan_2013,0.01
Albania,ALB,1962,Albania_1962,0.49
Albania,ALB,1963,Albania_1963,0.52
Albania,ALB,1964,Albania_1964,0.52
Albania,ALB,1965,Albania_1965,0.5
Albania,ALB,1966,Albania_1966,0.51
Albania,ALB,1967,Albania_1967,0.49
Albania,ALB,1968,Albania_1968,0.53
Albania,ALB,1969,Albania_1969,0.54
Albania,ALB,1970,Albania_1970,0.47
Albania,ALB,1971,Albania_1971,0.48
Albania,ALB,1972,Albania_1972,0.52
Albania,ALB,1973,Albania_1973,0.53
Albania,ALB,1974,Albania_1974,0.52
Albania,ALB,1975,Albania_1975,0.52
Albania,ALB,1976,Albania_1976,0.5
Albania,ALB,1977,Albania_1977,0.46
Albania,ALB,1978,Albania_1978,0.5
Albania,ALB,1979,Albania_1979,0.48
Albania,ALB,1980,Albania_1980,0.44
Albania,ALB,1981,Albania_1981,0.46
Albania,ALB,1982,Albania_1982,0.45
Albania,ALB,1983,Albania_1983,0.45
Albania,ALB,1984,Albania_1984,0.43
Albania,ALB,1985,Albania_1985,0.51
Albania,ALB,1986,Albania_1986,0.57
Albania,ALB,1987,Albania_1987,0.58
Albania,ALB,1988,Albania_1988,0.56
Albania,ALB,1989,Albania_1989,0.52
Albania,ALB,1990,Albania_1990,0.42
Albania,ALB,1991,Albania_1991,0.18
Albania,ALB,1992,Albania_1992,0.09
Albania,ALB,1993,Albania_1993,0.52
Albania,ALB,1994,Albania_1994,1.27
Albania,ALB,1995,Albania_1995,1.01
Albania,ALB,1996,Albania_1996,0.59
Albania,ALB,1997,Albania_1997,0.48
Albania,ALB,1998,Albania_1998,0.46
Albania,ALB,1999,Albania_1999,0.83
Albania,ALB,2000,Albania_2000,1.26
Albania,ALB,2001,Albania_2001,1.42
Albania,ALB,2002,Albania_2002,1.23
Albania,ALB,2003,Albania_2003,1.39
Albania,ALB,2004,Albania_2004,1.33
Albania,ALB,2005,Albania_2005,1.59
Albania,ALB,2006,Albania_2006,1.73
Albania,ALB,2007,Albania_2007,1.86
Albania,ALB,2008,Albania_2008,2.03
Albania,ALB,2009,Albania_2009,2.08
Albania,ALB,2010,Albania_2010,1.61
Albania,ALB,2011,Albania_2011,1.76
Albania,ALB,2012,Albania_2012,1.68
Albania,ALB,2013,Albania_2013,1.68
Albania,ALB,2014,Albania_2014,1.45
Algeria,DZA,1961,Algeria_1961,0.67
Algeria,DZA,1962,Algeria_1962,0.51
Algeria,DZA,1963,Algeria_1963,0.33
Algeria,DZA,1964,Algeria_1964,0.26
Algeria,DZA,1965,Algeria_1965,0.27
Algeria,DZA,1966,Algeria_1966,0.29
Algeria,DZA,1967,Algeria_1967,0.33
Algeria,DZA,1968,Algeria_1968,0.34
Algeria,DZA,1969,Algeria_1969,0.36
Algeria,DZA,1970,Algeria_1970,0.38
Algeria,DZA,1971,Algeria_1971,0.38
Algeria,DZA,1972,Algeria_1972,0.38
Algeria,DZA,1973,Algeria_1973,0.41
Algeria,DZA,1974,Algeria_1974,0.35
Algeria,DZA,1975,Algeria_1975,0.22
Algeria,DZA,1976,Algeria_1976,0.31
Algeria,DZA,1977,Algeria_1977,0.31
Algeria,DZA,1978,Algeria_1978,0.29
Algeria,DZA,1979,Algeria_1979,0.27
Algeria,DZA,1980,Algeria_1980,0.27
Algeria,DZA,1981,Algeria_1981,0.27
Algeria,DZA,1982,Algeria_1982,0.27
Algeria,DZA,1983,Algeria_1983,0.19
Algeria,DZA,1984,Algeria_1984,0.2
Algeria,DZA,1985,Algeria_1985,0.19
Algeria,DZA,1986,Algeria_1986,0.18
Algeria,DZA,1987,Algeria_1987,0.17
Algeria,DZA,1988,Algeria_1988,0.17
Algeria,DZA,1989,Algeria_1989,0.16
Algeria,DZA,1990,Algeria_1990,0.18
Algeria,DZA,1991,Algeria_1991,0.17
Algeria,DZA,1992,Algeria_1992,0.19
Algeria,DZA,1993,Algeria_1993,0.23
Algeria,DZA,1994,Algeria_1994,0.24
Algeria,DZA,1995,Algeria_1995,0.28
Algeria,DZA,1996,Algeria_1996,0.28
Algeria,DZA,1997,Algeria_1997,0.27
Algeria,DZA,1998,Algeria_1998,0.26
Algeria,DZA,1999,Algeria_1999,0.22
Algeria,DZA,2000,Algeria_2000,0.12
Algeria,DZA,2001,Algeria_2001,0.1
Algeria,DZA,2002,Algeria_2002,0.17
Algeria,DZA,2003,Algeria_2003,0.2
Algeria,DZA,2004,Algeria_2004,0.24
Algeria,DZA,2005,Algeria_2005,0.29
Algeria,DZA,2006,Algeria_2006,0.17
Algeria,DZA,2007,Algeria_2007,0.16
Algeria,DZA,2008,Algeria_2008,0.2
Algeria,DZA,2009,Algeria_2009,0.2
Algeria,DZA,2010,Algeria_2010,0.17
Algeria,DZA,2011,Algeria_2011,0.2
Algeria,DZA,2012,Algeria_2012,0.22
Algeria,DZA,2013,Algeria_2013,0.25
Andorra,AND,2000,Andorra_2000,3.25
Andorra,AND,2001,Andorra_2001,3.29
Andorra,AND,2002,Andorra_2002,3.21
Andorra,AND,2003,Andorra_2003,3.38
Andorra,AND,2004,Andorra_2004,3.37
Andorra,AND,2005,Andorra_2005,3.64
Andorra,AND,2006,Andorra_2006,3.78
Andorra,AND,2007,Andorra_2007,3.7
Andorra,AND,2008,Andorra_2008,3.56
Andorra,AND,2009,Andorra_2009,3.59
Andorra,AND,2010,Andorra_2010,3.54
Andorra,AND,2011,Andorra_2011,3.27
Andorra,AND,2012,Andorra_2012,3.26
Andorra,AND,2013,Andorra_2013,3.1
Angola,AGO,1961,Angola_1961,0.72
Angola,AGO,1962,Angola_1962,0.91
Angola,AGO,1963,Angola_1963,1.01
Angola,AGO,1964,Angola_1964,0.94
Angola,AGO,1965,Angola_1965,0.95
Angola,AGO,1966,Angola_1966,1.12
Angola,AGO,1967,Angola_1967,1.09
Angola,AGO,1968,Angola_1968,1.2
Angola,AGO,1969,Angola_1969,1.38
Angola,AGO,1970,Angola_1970,1.48
Angola,AGO,1971,Angola_1971,1.65
Angola,AGO,1972,Angola_1972,1.72
Angola,AGO,1973,Angola_1973,1.9
Angola,AGO,1974,Angola_1974,1.68
Angola,AGO,1975,Angola_1975,1.3
Angola,AGO,1976,Angola_1976,1.51
Angola,AGO,1977,Angola_1977,1.33
Angola,AGO,1978,Angola_1978,1.36
Angola,AGO,1979,Angola_1979,1.27
Angola,AGO,1980,Angola_1980,1.19
Angola,AGO,1981,Angola_1981,1.48
Angola,AGO,1982,Angola_1982,1.21
Angola,AGO,1983,Angola_1983,0.85
Angola,AGO,1984,Angola_1984,1.02
Angola,AGO,1985,Angola_1985,0.84
Angola,AGO,1986,Angola_1986,0.9
Angola,AGO,1987,Angola_1987,0.91
Angola,AGO,1988,Angola_1988,0.73
Angola,AGO,1989,Angola_1989,0.87
Angola,AGO,1990,Angola_1990,0.64
Angola,AGO,1991,Angola_1991,0.44
Angola,AGO,1992,Angola_1992,0.58
Angola,AGO,1993,Angola_1993,0.55
Angola,AGO,1994,Angola_1994,0.61
Angola,AGO,1995,Angola_1995,0.64
Angola,AGO,1996,Angola_1996,0.77
Angola,AGO,1997,Angola_1997,0.96
Angola,AGO,1998,Angola_1998,0.81
Angola,AGO,1999,Angola_1999,0.77
Angola,AGO,2000,Angola_2000,1.07
Angola,AGO,2001,Angola_2001,1.41
Angola,AGO,2002,Angola_2002,1.56
Angola,AGO,2003,Angola_2003,1.57
Angola,AGO,2004,Angola_2004,1.72
Angola,AGO,2005,Angola_2005,2.86
Angola,AGO,2006,Angola_2006,3.26
Angola,AGO,2007,Angola_2007,3.48
Angola,AGO,2008,Angola_2008,3.92
Angola,AGO,2009,Angola_2009,4.75
Angola,AGO,2010,Angola_2010,5.12
Angola,AGO,2011,Angola_2011,5.37
Angola,AGO,2012,Angola_2012,5.58
Angola,AGO,2013,Angola_2013,5.42
Angola,AGO,2014,Angola_2014,5.48
Antigua and Barbuda,ATG,1962,Antigua and Barbuda_1962,0.29
Antigua and Barbuda,ATG,1963,Antigua and Barbuda_1963,0.3
Antigua and Barbuda,ATG,1964,Antigua and Barbuda_1964,0.38
Antigua and Barbuda,ATG,1965,Antigua and Barbuda_1965,0.35
Antigua and Barbuda,ATG,1966,Antigua and Barbuda_1966,0.72
Antigua and Barbuda,ATG,1967,Antigua and Barbuda_1967,0.78
Antigua and Barbuda,ATG,1968,Antigua and Barbuda_1968,0.82
Antigua and Barbuda,ATG,1969,Antigua and Barbuda_1969,1.12
Antigua and Barbuda,ATG,1970,Antigua and Barbuda_1970,1.17
Antigua and Barbuda,ATG,1971,Antigua and Barbuda_1971,1.17
Antigua and Barbuda,ATG,1972,Antigua and Barbuda_1972,1.13
Antigua and Barbuda,ATG,1973,Antigua and Barbuda_1973,1.09
Antigua and Barbuda,ATG,1974,Antigua and Barbuda_1974,0.64
Antigua and Barbuda,ATG,1975,Antigua and Barbuda_1975,0.71
Antigua and Barbuda,ATG,1976,Antigua and Barbuda_1976,0.57
Antigua and Barbuda,ATG,1977,Antigua and Barbuda_1977,0.19
Antigua and Barbuda,ATG,1978,Antigua and Barbuda_1978,0.32
Antigua and Barbuda,ATG,1979,Antigua and Barbuda_1979,0.28
Antigua and Barbuda,ATG,1980,Antigua and Barbuda_1980,0.92
Antigua and Barbuda,ATG,1981,Antigua and Barbuda_1981,1.12
Antigua and Barbuda,ATG,1982,Antigua and Barbuda_1982,1.14
Antigua and Barbuda,ATG,1983,Antigua and Barbuda_1983,1.31
Antigua and Barbuda,ATG,1984,Antigua and Barbuda_1984,1.71
Antigua and Barbuda,ATG,1985,Antigua and Barbuda_1985,1.69
Antigua and Barbuda,ATG,1986,Antigua and Barbuda_1986,1.69
Antigua and Barbuda,ATG,1987,Antigua and Barbuda_1987,1.79
Antigua and Barbuda,ATG,1988,Antigua and Barbuda_1988,1.37
Antigua and Barbuda,ATG,1989,Antigua and Barbuda_1989,1.83
Antigua and Barbuda,ATG,1990,Antigua and Barbuda_1990,2.04
Antigua and Barbuda,ATG,1991,Antigua and Barbuda_1991,1.92
Antigua and Barbuda,ATG,1992,Antigua and Barbuda_1992,1.99
Antigua and Barbuda,ATG,1993,Antigua and Barbuda_1993,1.94
Antigua and Barbuda,ATG,1994,Antigua and Barbuda_1994,0.94
Antigua and Barbuda,ATG,1995,Antigua and Barbuda_1995,0.97
Antigua and Barbuda,ATG,1996,Antigua and Barbuda_1996,0.94
Antigua and Barbuda,ATG,1997,Antigua and Barbuda_1997,0.79
Antigua and Barbuda,ATG,1998,Antigua and Barbuda_1998,0.64
Antigua and Barbuda,ATG,1999,Antigua and Barbuda_1999,0.69
Antigua and Barbuda,ATG,2000,Antigua and Barbuda_2000,1.94
Antigua and Barbuda,ATG,2001,Antigua and Barbuda_2001,1.89
Antigua and Barbuda,ATG,2002,Antigua and Barbuda_2002,1.77
Antigua and Barbuda,ATG,2003,Antigua and Barbuda_2003,1.87
Antigua and Barbuda,ATG,2004,Antigua and Barbuda_2004,1.97
Antigua and Barbuda,ATG,2005,Antigua and Barbuda_2005,2.42
Antigua and Barbuda,ATG,2006,Antigua and Barbuda_2006,2.64
Antigua and Barbuda,ATG,2007,Antigua and Barbuda_2007,2.95
Antigua and Barbuda,ATG,2008,Antigua and Barbuda_2008,3
Antigua and Barbuda,ATG,2009,Antigua and Barbuda_2009,2.94
Antigua and Barbuda,ATG,2010,Antigua and Barbuda_2010,2.89
Antigua and Barbuda,ATG,2011,Antigua and Barbuda_2011,2.85
Antigua and Barbuda,ATG,2012,Antigua and Barbuda_2012,2.81
Antigua and Barbuda,ATG,2013,Antigua and Barbuda_2013,2.77
Antigua and Barbuda,ATG,2014,Antigua and Barbuda_2014,2.72
Argentina,ARG,1961,Argentina_1961,0.75
Argentina,ARG,1962,Argentina_1962,0.6
Argentina,ARG,1963,Argentina_1963,0.37
Argentina,ARG,1964,Argentina_1964,0.5
Argentina,ARG,1965,Argentina_1965,0.72
Argentina,ARG,1966,Argentina_1966,0.71
Argentina,ARG,1967,Argentina_1967,0.66
Argentina,ARG,1968,Argentina_1968,0.74
Argentina,ARG,1969,Argentina_1969,0.8
Argentina,ARG,1970,Argentina_1970,0.93
Argentina,ARG,1971,Argentina_1971,0.79
Argentina,ARG,1972,Argentina_1972,0.76
Argentina,ARG,1973,Argentina_1973,0.79
Argentina,ARG,1974,Argentina_1974,1.16
Argentina,ARG,1975,Argentina_1975,1.02
Argentina,ARG,1976,Argentina_1976,0.66
Argentina,ARG,1977,Argentina_1977,0.61
Argentina,ARG,1978,Argentina_1978,0.49
Argentina,ARG,1979,Argentina_1979,0.5
Argentina,ARG,1980,Argentina_1980,0.54
Argentina,ARG,1981,Argentina_1981,0.47
Argentina,ARG,1982,Argentina_1982,0.5
Argentina,ARG,1983,Argentina_1983,0.69
Argentina,ARG,1984,Argentina_1984,0.86
Argentina,ARG,1985,Argentina_1985,0.85
Argentina,ARG,1986,Argentina_1986,1.14
Argentina,ARG,1987,Argentina_1987,1.21
Argentina,ARG,1988,Argentina_1988,1.06
Argentina,ARG,1989,Argentina_1989,1.21
Argentina,ARG,1990,Argentina_1990,1.38
Argentina,ARG,1991,Argentina_1991,1.79
Argentina,ARG,1992,Argentina_1992,2.18
Argentina,ARG,1993,Argentina_1993,2.26
Argentina,ARG,1994,Argentina_1994,2.43
Argentina,ARG,1995,Argentina_1995,2.29
Argentina,ARG,1996,Argentina_1996,2.38
Argentina,ARG,1997,Argentina_1997,2.58
Argentina,ARG,1998,Argentina_1998,2.44
Argentina,ARG,1999,Argentina_1999,2.32
Argentina,ARG,2000,Argentina_2000,1.79
Argentina,ARG,2001,Argentina_2001,1.9
Argentina,ARG,2002,Argentina_2002,2.08
Argentina,ARG,2003,Argentina_2003,2.03
Argentina,ARG,2004,Argentina_2004,2.04
Argentina,ARG,2005,Argentina_2005,2.42
Argentina,ARG,2006,Argentina_2006,2.57
Argentina,ARG,2007,Argentina_2007,2.75
Argentina,ARG,2008,Argentina_2008,3.16
Argentina,ARG,2009,Argentina_2009,3.23
Argentina,ARG,2010,Argentina_2010,3.32
Argentina,ARG,2011,Argentina_2011,3.15
Argentina,ARG,2012,Argentina_2012,3.21
Argentina,ARG,2013,Argentina_2013,3.36
Argentina,ARG,2014,Argentina_2014,3.36
Armenia,ARM,1990,Armenia_1990,0
Armenia,ARM,1991,Armenia_1991,0
Armenia,ARM,1992,Armenia_1992,0.01
Armenia,ARM,1993,Armenia_1993,0.01
Armenia,ARM,1994,Armenia_1994,0.05
Armenia,ARM,1995,Armenia_1995,0
Armenia,ARM,1996,Armenia_1996,0.07
Armenia,ARM,1997,Armenia_1997,0.14
Armenia,ARM,1998,Armenia_1998,0.3
Armenia,ARM,1999,Armenia_1999,0.18
Armenia,ARM,2000,Armenia_2000,0.18
Armenia,ARM,2001,Armenia_2001,0.24
Armenia,ARM,2002,Armenia_2002,0.17
Armenia,ARM,2003,Armenia_2003,0.17
Armenia,ARM,2004,Armenia_2004,0.22
Armenia,ARM,2005,Armenia_2005,0.27
Armenia,ARM,2006,Armenia_2006,0.36
Armenia,ARM,2007,Armenia_2007,0.38
Armenia,ARM,2008,Armenia_2008,0.41
Armenia,ARM,2009,Armenia_2009,0.32
Armenia,ARM,2010,Armenia_2010,0.39
Armenia,ARM,2011,Armenia_2011,0.33
Armenia,ARM,2012,Armenia_2012,0.25
Armenia,ARM,2013,Armenia_2013,0.42
Armenia,ARM,2014,Armenia_2014,0.51
Australia,AUS,1961,Australia_1961,6.36
Australia,AUS,1962,Australia_1962,6.44
Australia,AUS,1963,Australia_1963,7.52
Australia,AUS,1964,Australia_1964,7.72
Australia,AUS,1965,Australia_1965,7.69
Australia,AUS,1966,Australia_1966,7.84
Australia,AUS,1967,Australia_1967,8.1
Australia,AUS,1968,Australia_1968,8.33
Australia,AUS,1969,Australia_1969,8.51
Australia,AUS,1970,Australia_1970,8.64
Australia,AUS,1971,Australia_1971,8.64
Australia,AUS,1972,Australia_1972,8.81
Australia,AUS,1973,Australia_1973,9.57
Australia,AUS,1974,Australia_1974,9.7
Australia,AUS,1975,Australia_1975,9.42
Australia,AUS,1976,Australia_1976,9.38
Australia,AUS,1977,Australia_1977,9.35
Australia,AUS,1978,Australia_1978,8.99
Australia,AUS,1979,Australia_1979,9.02
Australia,AUS,1980,Australia_1980,8.82
Australia,AUS,1981,Australia_1981,8.76
Australia,AUS,1982,Australia_1982,8.26
Australia,AUS,1983,Australia_1983,7.95
Australia,AUS,1984,Australia_1984,7.69
Australia,AUS,1985,Australia_1985,7.73
Australia,AUS,1986,Australia_1986,7.39
Australia,AUS,1987,Australia_1987,7.5
Australia,AUS,1988,Australia_1988,7.62
Australia,AUS,1989,Australia_1989,7.49
Australia,AUS,1990,Australia_1990,7.08
Australia,AUS,1991,Australia_1991,6.65
Australia,AUS,1992,Australia_1992,6.35
Australia,AUS,1993,Australia_1993,5.48
Australia,AUS,1994,Australia_1994,5.46
Australia,AUS,1995,Australia_1995,5.39
Australia,AUS,1996,Australia_1996,5.32
Australia,AUS,1997,Australia_1997,5.24
Australia,AUS,1998,Australia_1998,5.15
Australia,AUS,1999,Australia_1999,5.06
Australia,AUS,2000,Australia_2000,5.07
Australia,AUS,2001,Australia_2001,4.08
Australia,AUS,2002,Australia_2002,4.97
Australia,AUS,2003,Australia_2003,4.96
Australia,AUS,2004,Australia_2004,4.57
Australia,AUS,2005,Australia_2005,4.62
Australia,AUS,2006,Australia_2006,4.63
Australia,AUS,2007,Australia_2007,4.63
Australia,AUS,2008,Australia_2008,4.69
Australia,AUS,2009,Australia_2009,4.68
Australia,AUS,2010,Australia_2010,4.51
Australia,AUS,2011,Australia_2011,4.31
Australia,AUS,2012,Australia_2012,4.14
Australia,AUS,2013,Australia_2013,4.04
Australia,AUS,2014,Australia_2014,4.01
Austria,AUT,1960,Austria_1960,4.7
Austria,AUT,1961,Austria_1961,4.9
Austria,AUT,1962,Austria_1962,5.2
Austria,AUT,1963,Austria_1963,5.5
Austria,AUT,1964,Austria_1964,6
Austria,AUT,1965,Austria_1965,6
Austria,AUT,1966,Austria_1966,6.5
Austria,AUT,1967,Austria_1967,6.5
Austria,AUT,1968,Austria_1968,6.8
Austria,AUT,1969,Austria_1969,6.4
Austria,AUT,1970,Austria_1970,6.5
Austria,AUT,1971,Austria_1971,6.6
Austria,AUT,1972,Austria_1972,7
Austria,AUT,1973,Austria_1973,7
Austria,AUT,1974,Austria_1974,7.1
Austria,AUT,1975,Austria_1975,6.7
Austria,AUT,1976,Austria_1976,6.8
Austria,AUT,1977,Austria_1977,6.8
Austria,AUT,1978,Austria_1978,6.7
Austria,AUT,1979,Austria_1979,6.5
Austria,AUT,1980,Austria_1980,6.5
Austria,AUT,1981,Austria_1981,6.5
Austria,AUT,1982,Austria_1982,6.6
Austria,AUT,1983,Austria_1983,6.8
Austria,AUT,1984,Austria_1984,6.9
Austria,AUT,1985,Austria_1985,6.7
Austria,AUT,1986,Austria_1986,7.2
Austria,AUT,1987,Austria_1987,6.9
Austria,AUT,1988,Austria_1988,7
Austria,AUT,1989,Austria_1989,7.1
Austria,AUT,1990,Austria_1990,7.3
Austria,AUT,1991,Austria_1991,7.3
Austria,AUT,1992,Austria_1992,7.5
Austria,AUT,1993,Austria_1993,7.2
Austria,AUT,1994,Austria_1994,6.9
Austria,AUT,1995,Austria_1995,6.9
Austria,AUT,1996,Austria_1996,6.8
Austria,AUT,1997,Austria_1997,6.7
Austria,AUT,1998,Austria_1998,6.8
Austria,AUT,1999,Austria_1999,6.8
Austria,AUT,2000,Austria_2000,6.8
Austria,AUT,2001,Austria_2001,6.6
Austria,AUT,2002,Austria_2002,6.4
Austria,AUT,2003,Austria_2003,6.4
Austria,AUT,2004,Austria_2004,6.7
Austria,AUT,2005,Austria_2005,6.07
Austria,AUT,2006,Austria_2006,6.7
Austria,AUT,2007,Austria_2007,6.4
Austria,AUT,2008,Austria_2008,6.4
Austria,AUT,2009,Austria_2009,6.2
Austria,AUT,2010,Austria_2010,6.1
Austria,AUT,2011,Austria_2011,6.09
Austria,AUT,2012,Austria_2012,6.27
Austria,AUT,2013,Austria_2013,6.03
Austria,AUT,2014,Austria_2014,6.25
Azerbaijan,AZE,1990,Azerbaijan_1990,0
Azerbaijan,AZE,1991,Azerbaijan_1991,0
Azerbaijan,AZE,1992,Azerbaijan_1992,0.21
Azerbaijan,AZE,1993,Azerbaijan_1993,0.15
Azerbaijan,AZE,1994,Azerbaijan_1994,0.2
Azerbaijan,AZE,1995,Azerbaijan_1995,0.1
Azerbaijan,AZE,1996,Azerbaijan_1996,0.11
Azerbaijan,AZE,1997,Azerbaijan_1997,0.06
Azerbaijan,AZE,1998,Azerbaijan_1998,0.06
Azerbaijan,AZE,1999,Azerbaijan_1999,0.07
Azerbaijan,AZE,2000,Azerbaijan_2000,0.17
Azerbaijan,AZE,2001,Azerbaijan_2001,0.2
Azerbaijan,AZE,2002,Azerbaijan_2002,0.21
Azerbaijan,AZE,2003,Azerbaijan_2003,0.23
Azerbaijan,AZE,2004,Azerbaijan_2004,0.25
Azerbaijan,AZE,2005,Azerbaijan_2005,0.3
Azerbaijan,AZE,2006,Azerbaijan_2006,0.3
Azerbaijan,AZE,2007,Azerbaijan_2007,0.34
Azerbaijan,AZE,2008,Azerbaijan_2008,0.46
Azerbaijan,AZE,2009,Azerbaijan_2009,0.27
Azerbaijan,AZE,2010,Azerbaijan_2010,0.16
Azerbaijan,AZE,2011,Azerbaijan_2011,0.16
Azerbaijan,AZE,2013,Azerbaijan_2013,0.19
Bahamas,BHS,1961,Bahamas_1961,2.63
Bahamas,BHS,1962,Bahamas_1962,2.68
Bahamas,BHS,1963,Bahamas_1963,3.07
Bahamas,BHS,1964,Bahamas_1964,3.22
Bahamas,BHS,1965,Bahamas_1965,3.47
Bahamas,BHS,1966,Bahamas_1966,3.61
Bahamas,BHS,1967,Bahamas_1967,3.96
Bahamas,BHS,1968,Bahamas_1968,4.05
Bahamas,BHS,1969,Bahamas_1969,4.21
Bahamas,BHS,1970,Bahamas_1970,4.11
Bahamas,BHS,1971,Bahamas_1971,3.82
Bahamas,BHS,1972,Bahamas_1972,3.69
Bahamas,BHS,1973,Bahamas_1973,3.55
Bahamas,BHS,1974,Bahamas_1974,3.34
Bahamas,BHS,1975,Bahamas_1975,2.88
Bahamas,BHS,1976,Bahamas_1976,2.82
Bahamas,BHS,1977,Bahamas_1977,2.7
Bahamas,BHS,1978,Bahamas_1978,2.62
Bahamas,BHS,1979,Bahamas_1979,3.59
Bahamas,BHS,1980,Bahamas_1980,3.69
Bahamas,BHS,1981,Bahamas_1981,4.03
Bahamas,BHS,1982,Bahamas_1982,4.5
Bahamas,BHS,1983,Bahamas_1983,4.35
Bahamas,BHS,1984,Bahamas_1984,4.25
Bahamas,BHS,1985,Bahamas_1985,4.31
Bahamas,BHS,1986,Bahamas_1986,4.16
Bahamas,BHS,1987,Bahamas_1987,4.11
Bahamas,BHS,1988,Bahamas_1988,3.15
Bahamas,BHS,1989,Bahamas_1989,3.33
Bahamas,BHS,1990,Bahamas_1990,2.96
Bahamas,BHS,1991,Bahamas_1991,2.12
Bahamas,BHS,1992,Bahamas_1992,2.15
Bahamas,BHS,1993,Bahamas_1993,1.93
Bahamas,BHS,1994,Bahamas_1994,1.77
Bahamas,BHS,1995,Bahamas_1995,1.45
Bahamas,BHS,1996,Bahamas_1996,1.01
Bahamas,BHS,1997,Bahamas_1997,0.99
Bahamas,BHS,1998,Bahamas_1998,0.85
Bahamas,BHS,1999,Bahamas_1999,0.88
Bahamas,BHS,2000,Bahamas_2000,4.04
Bahamas,BHS,2001,Bahamas_2001,3.7
Bahamas,BHS,2002,Bahamas_2002,3.61
Bahamas,BHS,2003,Bahamas_2003,3.56
Bahamas,BHS,2004,Bahamas_2004,3.73
Bahamas,BHS,2005,Bahamas_2005,3.82
Bahamas,BHS,2006,Bahamas_2006,3.78
Bahamas,BHS,2007,Bahamas_2007,3.82
Bahamas,BHS,2008,Bahamas_2008,3.61
Bahamas,BHS,2009,Bahamas_2009,3.14
Bahamas,BHS,2010,Bahamas_2010,3.23
Bahamas,BHS,2011,Bahamas_2011,3.34
Bahamas,BHS,2012,Bahamas_2012,3.41
Bahamas,BHS,2013,Bahamas_2013,3.47
Bahamas,BHS,2014,Bahamas_2014,3.53
Bahrain,BHR,1970,Bahrain_1970,1.3
Bahrain,BHR,1971,Bahrain_1971,1.21
Bahrain,BHR,1972,Bahrain_1972,1.31
Bahrain,BHR,1973,Bahrain_1973,1.26
Bahrain,BHR,1974,Bahrain_1974,1.22
Bahrain,BHR,1975,Bahrain_1975,1.3
Bahrain,BHR,1977,Bahrain_1977,1.75
Bahrain,BHR,1979,Bahrain_1979,0.97
Bahrain,BHR,1980,Bahrain_1980,1.19
Bahrain,BHR,1981,Bahrain_1981,1.17
Bahrain,BHR,1982,Bahrain_1982,1.79
