Entity,Code,Year,,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Beer (litres of pure alcohol)"
Kyrgyzstan,KGZ,2003,Kyrgyzstan_2003,0.36
Kyrgyzstan,KGZ,2004,Kyrgyzstan_2004,0.59
Kyrgyzstan,KGZ,2005,Kyrgyzstan_2005,0.64
Kyrgyzstan,KGZ,2006,Kyrgyzstan_2006,0.61
Kyrgyzstan,KGZ,2007,Kyrgyzstan_2007,0.76
Kyrgyzstan,KGZ,2008,Kyrgyzstan_2008,0.64
Kyrgyzstan,KGZ,2009,Kyrgyzstan_2009,0.56
Kyrgyzstan,KGZ,2010,Kyrgyzstan_2010,0.63
Kyrgyzstan,KGZ,2011,Kyrgyzstan_2011,0.68
Laos,LAO,1961,Laos_1961,0.08
Laos,LAO,1962,Laos_1962,0.09
Laos,LAO,1963,Laos_1963,0.05
Laos,LAO,1964,Laos_1964,0.04
Laos,LAO,1965,Laos_1965,0.05
Laos,LAO,1966,Laos_1966,0.04
Laos,LAO,1967,Laos_1967,0.04
Laos,LAO,1968,Laos_1968,0.06
Laos,LAO,1969,Laos_1969,0.11
Laos,LAO,1970,Laos_1970,0.13
Laos,LAO,1971,Laos_1971,0.03
Laos,LAO,1972,Laos_1972,0.05
Laos,LAO,1973,Laos_1973,0.04
Laos,LAO,1974,Laos_1974,0
Laos,LAO,1975,Laos_1975,0
Laos,LAO,1976,Laos_1976,0
Laos,LAO,1977,Laos_1977,0
Laos,LAO,1978,Laos_1978,0
Laos,LAO,1979,Laos_1979,0
Laos,LAO,1980,Laos_1980,0
Laos,LAO,1981,Laos_1981,0
Laos,LAO,1982,Laos_1982,0
Laos,LAO,1983,Laos_1983,0
Laos,LAO,1984,Laos_1984,0
Laos,LAO,1985,Laos_1985,0
Laos,LAO,1986,Laos_1986,0
Laos,LAO,1987,Laos_1987,0.01
Laos,LAO,1988,Laos_1988,0.01
Laos,LAO,1989,Laos_1989,1.33
Laos,LAO,1990,Laos_1990,0.12
Laos,LAO,1991,Laos_1991,0.21
Laos,LAO,1992,Laos_1992,0.21
Laos,LAO,1993,Laos_1993,0.26
Laos,LAO,1994,Laos_1994,0.28
Laos,LAO,1995,Laos_1995,0.37
Laos,LAO,1996,Laos_1996,0.47
Laos,LAO,1997,Laos_1997,0.67
Laos,LAO,1998,Laos_1998,0.76
Laos,LAO,1999,Laos_1999,0.74
Laos,LAO,2000,Laos_2000,0.84
Laos,LAO,2001,Laos_2001,0.93
Laos,LAO,2002,Laos_2002,1.01
Laos,LAO,2003,Laos_2003,1.11
Laos,LAO,2004,Laos_2004,1.22
Laos,LAO,2005,Laos_2005,1.4
Laos,LAO,2006,Laos_2006,1.49
Laos,LAO,2007,Laos_2007,1.74
Laos,LAO,2008,Laos_2008,2.02
Laos,LAO,2009,Laos_2009,2.15
Laos,LAO,2010,Laos_2010,2.39
Laos,LAO,2011,Laos_2011,2.55
Latvia,LVA,1980,Latvia_1980,2.35
Latvia,LVA,1981,Latvia_1981,2.4
Latvia,LVA,1982,Latvia_1982,2.43
Latvia,LVA,1983,Latvia_1983,2.47
Latvia,LVA,1984,Latvia_1984,2.01
Latvia,LVA,1985,Latvia_1985,1.68
Latvia,LVA,1986,Latvia_1986,1.36
Latvia,LVA,1987,Latvia_1987,1.46
Latvia,LVA,1988,Latvia_1988,1.69
Latvia,LVA,1989,Latvia_1989,1.44
Latvia,LVA,1990,Latvia_1990,1.01
Latvia,LVA,1991,Latvia_1991,1.15
Latvia,LVA,1992,Latvia_1992,1.25
Latvia,LVA,1993,Latvia_1993,1.22
Latvia,LVA,1994,Latvia_1994,1.27
Latvia,LVA,1995,Latvia_1995,1.74
Latvia,LVA,1996,Latvia_1996,1.65
Latvia,LVA,1997,Latvia_1997,1.62
Latvia,LVA,1998,Latvia_1998,1.61
Latvia,LVA,1999,Latvia_1999,2.11
Latvia,LVA,2000,Latvia_2000,1.97
Latvia,LVA,2001,Latvia_2001,2.12
Latvia,LVA,2002,Latvia_2002,2.74
Latvia,LVA,2003,Latvia_2003,2.97
Latvia,LVA,2004,Latvia_2004,3.69
Latvia,LVA,2005,Latvia_2005,3.8
Latvia,LVA,2006,Latvia_2006,4.09
Latvia,LVA,2007,Latvia_2007,4.15
Latvia,LVA,2008,Latvia_2008,4.12
Latvia,LVA,2009,Latvia_2009,4.35
Latvia,LVA,2010,Latvia_2010,4.57
Latvia,LVA,2011,Latvia_2011,4.89
Latvia,LVA,2012,Latvia_2012,4.67
Latvia,LVA,2013,Latvia_2013,4.67
Lebanon,LBN,1961,Lebanon_1961,0.31
Lebanon,LBN,1962,Lebanon_1962,0.31
Lebanon,LBN,1963,Lebanon_1963,0.3
Lebanon,LBN,1964,Lebanon_1964,0.29
Lebanon,LBN,1965,Lebanon_1965,0.28
Lebanon,LBN,1966,Lebanon_1966,0.29
Lebanon,LBN,1967,Lebanon_1967,0.3
Lebanon,LBN,1968,Lebanon_1968,0.3
Lebanon,LBN,1969,Lebanon_1969,0.31
Lebanon,LBN,1970,Lebanon_1970,0.32
Lebanon,LBN,1971,Lebanon_1971,0.33
Lebanon,LBN,1972,Lebanon_1972,0.33
Lebanon,LBN,1973,Lebanon_1973,0.35
Lebanon,LBN,1974,Lebanon_1974,0.39
Lebanon,LBN,1975,Lebanon_1975,0.37
Lebanon,LBN,1976,Lebanon_1976,0.41
Lebanon,LBN,1977,Lebanon_1977,0.37
Lebanon,LBN,1978,Lebanon_1978,0.41
Lebanon,LBN,1979,Lebanon_1979,0.43
Lebanon,LBN,1980,Lebanon_1980,0.47
Lebanon,LBN,1981,Lebanon_1981,0.48
Lebanon,LBN,1982,Lebanon_1982,0.47
Lebanon,LBN,1983,Lebanon_1983,0.44
Lebanon,LBN,1984,Lebanon_1984,0.44
Lebanon,LBN,1985,Lebanon_1985,0.43
Lebanon,LBN,1986,Lebanon_1986,0.42
Lebanon,LBN,1987,Lebanon_1987,0.42
Lebanon,LBN,1988,Lebanon_1988,0.41
Lebanon,LBN,1989,Lebanon_1989,0.42
Lebanon,LBN,1990,Lebanon_1990,0.24
Lebanon,LBN,1991,Lebanon_1991,0.42
Lebanon,LBN,1992,Lebanon_1992,0.25
Lebanon,LBN,1993,Lebanon_1993,0.34
Lebanon,LBN,1994,Lebanon_1994,0.41
Lebanon,LBN,1995,Lebanon_1995,0.37
Lebanon,LBN,1996,Lebanon_1996,0.35
Lebanon,LBN,1997,Lebanon_1997,0.33
Lebanon,LBN,1998,Lebanon_1998,0.31
Lebanon,LBN,1999,Lebanon_1999,0.32
Lebanon,LBN,2000,Lebanon_2000,0.44
Lebanon,LBN,2001,Lebanon_2001,0.44
Lebanon,LBN,2002,Lebanon_2002,0.44
Lebanon,LBN,2003,Lebanon_2003,0.44
Lebanon,LBN,2004,Lebanon_2004,0.45
Lebanon,LBN,2005,Lebanon_2005,0.41
Lebanon,LBN,2006,Lebanon_2006,0.38
Lebanon,LBN,2007,Lebanon_2007,0.39
Lebanon,LBN,2008,Lebanon_2008,0.39
Lebanon,LBN,2009,Lebanon_2009,0.39
Lebanon,LBN,2010,Lebanon_2010,0.41
Lebanon,LBN,2011,Lebanon_2011,0.35
Lebanon,LBN,2012,Lebanon_2012,0.33
Lebanon,LBN,2013,Lebanon_2013,0.32
Lebanon,LBN,2014,Lebanon_2014,0.39
Lesotho,LSO,1961,Lesotho_1961,0.97
Lesotho,LSO,1962,Lesotho_1962,0.96
Lesotho,LSO,1963,Lesotho_1963,0.95
Lesotho,LSO,1964,Lesotho_1964,1.04
Lesotho,LSO,1965,Lesotho_1965,0.99
Lesotho,LSO,1966,Lesotho_1966,0.99
Lesotho,LSO,1967,Lesotho_1967,0.87
Lesotho,LSO,1968,Lesotho_1968,0.86
Lesotho,LSO,1969,Lesotho_1969,0.77
Lesotho,LSO,1970,Lesotho_1970,0.87
Lesotho,LSO,1971,Lesotho_1971,0.97
Lesotho,LSO,1973,Lesotho_1973,0.7
Lesotho,LSO,1974,Lesotho_1974,1.28
Lesotho,LSO,1975,Lesotho_1975,0.63
Lesotho,LSO,1976,Lesotho_1976,0.5
Lesotho,LSO,1977,Lesotho_1977,1
Lesotho,LSO,1978,Lesotho_1978,1.56
Lesotho,LSO,1979,Lesotho_1979,1.34
Lesotho,LSO,1980,Lesotho_1980,1.43
Lesotho,LSO,1981,Lesotho_1981,1.39
Lesotho,LSO,1982,Lesotho_1982,0.9
Lesotho,LSO,1983,Lesotho_1983,1.43
Lesotho,LSO,1984,Lesotho_1984,1.22
Lesotho,LSO,1985,Lesotho_1985,1.07
Lesotho,LSO,1986,Lesotho_1986,0.86
Lesotho,LSO,1987,Lesotho_1987,0.75
Lesotho,LSO,1988,Lesotho_1988,0.79
Lesotho,LSO,1989,Lesotho_1989,0.63
Lesotho,LSO,1990,Lesotho_1990,1.05
Lesotho,LSO,1991,Lesotho_1991,1.01
Lesotho,LSO,1992,Lesotho_1992,1.01
Lesotho,LSO,1993,Lesotho_1993,0.97
Lesotho,LSO,1994,Lesotho_1994,0.96
Lesotho,LSO,1995,Lesotho_1995,0.94
Lesotho,LSO,1996,Lesotho_1996,0.91
Lesotho,LSO,1997,Lesotho_1997,0.89
Lesotho,LSO,1998,Lesotho_1998,0.86
Lesotho,LSO,1999,Lesotho_1999,0.84
Lesotho,LSO,2000,Lesotho_2000,1.54
Lesotho,LSO,2001,Lesotho_2001,1.57
Lesotho,LSO,2002,Lesotho_2002,1.48
Lesotho,LSO,2003,Lesotho_2003,1.37
Lesotho,LSO,2004,Lesotho_2004,1.31
Lesotho,LSO,2005,Lesotho_2005,1.26
Lesotho,LSO,2006,Lesotho_2006,1.23
Lesotho,LSO,2007,Lesotho_2007,1.3
Lesotho,LSO,2008,Lesotho_2008,1.35
Lesotho,LSO,2009,Lesotho_2009,1.33
Lesotho,LSO,2010,Lesotho_2010,1.49
Lesotho,LSO,2011,Lesotho_2011,1.5
Liberia,LBR,1961,Liberia_1961,0.35
Liberia,LBR,1962,Liberia_1962,0.55
Liberia,LBR,1963,Liberia_1963,0.38
Liberia,LBR,1964,Liberia_1964,0.21
Liberia,LBR,1965,Liberia_1965,0.37
Liberia,LBR,1966,Liberia_1966,0.53
Liberia,LBR,1967,Liberia_1967,0.42
Liberia,LBR,1968,Liberia_1968,0.37
Liberia,LBR,1969,Liberia_1969,0.36
Liberia,LBR,1970,Liberia_1970,0.35
Liberia,LBR,1971,Liberia_1971,0.44
Liberia,LBR,1972,Liberia_1972,0.42
Liberia,LBR,1973,Liberia_1973,0.44
Liberia,LBR,1974,Liberia_1974,0.59
Liberia,LBR,1975,Liberia_1975,0.63
Liberia,LBR,1976,Liberia_1976,0.6
Liberia,LBR,1977,Liberia_1977,0.7
Liberia,LBR,1978,Liberia_1978,0.73
Liberia,LBR,1979,Liberia_1979,0.84
Liberia,LBR,1980,Liberia_1980,0.72
Liberia,LBR,1981,Liberia_1981,0.64
Liberia,LBR,1982,Liberia_1982,0.5
Liberia,LBR,1983,Liberia_1983,0.46
Liberia,LBR,1984,Liberia_1984,0.64
Liberia,LBR,1985,Liberia_1985,0.6
Liberia,LBR,1986,Liberia_1986,0.59
Liberia,LBR,1987,Liberia_1987,0.46
Liberia,LBR,1988,Liberia_1988,0.51
Liberia,LBR,1989,Liberia_1989,0.42
Liberia,LBR,1990,Liberia_1990,0.21
Liberia,LBR,1991,Liberia_1991,0.18
Liberia,LBR,1992,Liberia_1992,0.41
Liberia,LBR,1993,Liberia_1993,0.19
Liberia,LBR,1994,Liberia_1994,0.32
Liberia,LBR,1995,Liberia_1995,0.41
Liberia,LBR,1996,Liberia_1996,0.2
Liberia,LBR,1997,Liberia_1997,0.32
Liberia,LBR,1998,Liberia_1998,0.24
Liberia,LBR,1999,Liberia_1999,0.21
Liberia,LBR,2000,Liberia_2000,0.17
Liberia,LBR,2001,Liberia_2001,0.17
Liberia,LBR,2002,Liberia_2002,0.15
Liberia,LBR,2003,Liberia_2003,0.15
Liberia,LBR,2004,Liberia_2004,0.25
Liberia,LBR,2005,Liberia_2005,0.29
Liberia,LBR,2006,Liberia_2006,0.3
Liberia,LBR,2007,Liberia_2007,0.34
Liberia,LBR,2008,Liberia_2008,0.34
Liberia,LBR,2009,Liberia_2009,0.34
Liberia,LBR,2010,Liberia_2010,0.33
Liberia,LBR,2011,Liberia_2011,0.49
Libya,LBY,1961,Libya_1961,0.22
Libya,LBY,1962,Libya_1962,0.24
Libya,LBY,1963,Libya_1963,0.24
Libya,LBY,1964,Libya_1964,0.26
Libya,LBY,1965,Libya_1965,0.24
Libya,LBY,1966,Libya_1966,0.32
Libya,LBY,1967,Libya_1967,0.34
Libya,LBY,1968,Libya_1968,0.44
Libya,LBY,1969,Libya_1969,0.36
Libya,LBY,1970,Libya_1970,0.04
Libya,LBY,1971,Libya_1971,0.03
Libya,LBY,1972,Libya_1972,0
Libya,LBY,1973,Libya_1973,0
Libya,LBY,1974,Libya_1974,0
Libya,LBY,1975,Libya_1975,0
Libya,LBY,1976,Libya_1976,0
Libya,LBY,1977,Libya_1977,0
Libya,LBY,1978,Libya_1978,0
Libya,LBY,1979,Libya_1979,0
Libya,LBY,1980,Libya_1980,0
Libya,LBY,1981,Libya_1981,0
Libya,LBY,1982,Libya_1982,0
Libya,LBY,1983,Libya_1983,0
Libya,LBY,1984,Libya_1984,0
Libya,LBY,1985,Libya_1985,0
Libya,LBY,1986,Libya_1986,0
Libya,LBY,1987,Libya_1987,0
Libya,LBY,1988,Libya_1988,0
Libya,LBY,1989,Libya_1989,0
Libya,LBY,1990,Libya_1990,0
Libya,LBY,1991,Libya_1991,0
Libya,LBY,1992,Libya_1992,0
Libya,LBY,1993,Libya_1993,0
Libya,LBY,1994,Libya_1994,0
Libya,LBY,1995,Libya_1995,0
Libya,LBY,1996,Libya_1996,0
Libya,LBY,1997,Libya_1997,0
Libya,LBY,1998,Libya_1998,0
Libya,LBY,1999,Libya_1999,0.01
Libya,LBY,2000,Libya_2000,0
Libya,LBY,2001,Libya_2001,0
Libya,LBY,2002,Libya_2002,0
Libya,LBY,2003,Libya_2003,0
Libya,LBY,2004,Libya_2004,0
Libya,LBY,2005,Libya_2005,0
Libya,LBY,2006,Libya_2006,0.01
Libya,LBY,2007,Libya_2007,0
Libya,LBY,2008,Libya_2008,0
Libya,LBY,2009,Libya_2009,0.01
Libya,LBY,2010,Libya_2010,0
Libya,LBY,2011,Libya_2011,0
Lithuania,LTU,1990,Lithuania_1990,2.62
Lithuania,LTU,1991,Lithuania_1991,2.46
Lithuania,LTU,1992,Lithuania_1992,2.12
Lithuania,LTU,1993,Lithuania_1993,2.17
Lithuania,LTU,1994,Lithuania_1994,2.21
Lithuania,LTU,1995,Lithuania_1995,2.08
Lithuania,LTU,1996,Lithuania_1996,2.1
Lithuania,LTU,1997,Lithuania_1997,2.5
Lithuania,LTU,1998,Lithuania_1998,2.91
Lithuania,LTU,1999,Lithuania_1999,3.42
Lithuania,LTU,2000,Lithuania_2000,3.78
Lithuania,LTU,2001,Lithuania_2001,4
Lithuania,LTU,2002,Lithuania_2002,4.66
Lithuania,LTU,2003,Lithuania_2003,4.58
Lithuania,LTU,2004,Lithuania_2004,4.62
Lithuania,LTU,2005,Lithuania_2005,5.8
Lithuania,LTU,2006,Lithuania_2006,6
Lithuania,LTU,2007,Lithuania_2007,5.6
Lithuania,LTU,2008,Lithuania_2008,5.4
Lithuania,LTU,2009,Lithuania_2009,5.4
Lithuania,LTU,2010,Lithuania_2010,6
Lithuania,LTU,2011,Lithuania_2011,5.43
Lithuania,LTU,2012,Lithuania_2012,5.6
Lithuania,LTU,2013,Lithuania_2013,5.26
Lithuania,LTU,2014,Lithuania_2014,5.46
Luxembourg,LUX,1961,Luxembourg_1961,4.5
Luxembourg,LUX,1962,Luxembourg_1962,4.34
Luxembourg,LUX,1963,Luxembourg_1963,4.86
Luxembourg,LUX,1964,Luxembourg_1964,5.31
Luxembourg,LUX,1965,Luxembourg_1965,5.25
Luxembourg,LUX,1966,Luxembourg_1966,5.43
Luxembourg,LUX,1967,Luxembourg_1967,5.47
Luxembourg,LUX,1968,Luxembourg_1968,5.5
Luxembourg,LUX,1969,Luxembourg_1969,5.85
Luxembourg,LUX,1970,Luxembourg_1970,5.95
Luxembourg,LUX,1971,Luxembourg_1971,6.08
Luxembourg,LUX,1972,Luxembourg_1972,6.05
Luxembourg,LUX,1973,Luxembourg_1973,6.22
Luxembourg,LUX,1974,Luxembourg_1974,6.18
Luxembourg,LUX,1975,Luxembourg_1975,6.18
Luxembourg,LUX,1976,Luxembourg_1976,6.35
Luxembourg,LUX,1977,Luxembourg_1977,6.15
Luxembourg,LUX,1978,Luxembourg_1978,5.98
Luxembourg,LUX,1979,Luxembourg_1979,5.93
Luxembourg,LUX,1980,Luxembourg_1980,5.9
Luxembourg,LUX,1981,Luxembourg_1981,5.9
Luxembourg,LUX,1982,Luxembourg_1982,5.9
Luxembourg,LUX,1983,Luxembourg_1983,5.87
Luxembourg,LUX,1984,Luxembourg_1984,5.64
Luxembourg,LUX,1985,Luxembourg_1985,5.6
Luxembourg,LUX,1986,Luxembourg_1986,5.62
Luxembourg,LUX,1987,Luxembourg_1987,5.48
Luxembourg,LUX,1988,Luxembourg_1988,5.46
Luxembourg,LUX,1989,Luxembourg_1989,5.51
Luxembourg,LUX,1990,Luxembourg_1990,5.56
Luxembourg,LUX,1991,Luxembourg_1991,5.31
Luxembourg,LUX,1992,Luxembourg_1992,5.39
Luxembourg,LUX,1993,Luxembourg_1993,4.96
Luxembourg,LUX,1994,Luxembourg_1994,5.03
Luxembourg,LUX,1995,Luxembourg_1995,4.98
Luxembourg,LUX,1996,Luxembourg_1996,4.87
Luxembourg,LUX,1997,Luxembourg_1997,4.77
Luxembourg,LUX,1998,Luxembourg_1998,4.7
Luxembourg,LUX,1999,Luxembourg_1999,4.98
Luxembourg,LUX,2000,Luxembourg_2000,4.62
Luxembourg,LUX,2001,Luxembourg_2001,4.43
Luxembourg,LUX,2002,Luxembourg_2002,4.46
Luxembourg,LUX,2003,Luxembourg_2003,4.36
Luxembourg,LUX,2004,Luxembourg_2004,4.27
Luxembourg,LUX,2005,Luxembourg_2005,4.36
Luxembourg,LUX,2006,Luxembourg_2006,4.46
Luxembourg,LUX,2007,Luxembourg_2007,4.29
Luxembourg,LUX,2008,Luxembourg_2008,4.17
Luxembourg,LUX,2009,Luxembourg_2009,4.17
Luxembourg,LUX,2010,Luxembourg_2010,4.11
Luxembourg,LUX,2011,Luxembourg_2011,4.02
Luxembourg,LUX,2012,Luxembourg_2012,4.02
Luxembourg,LUX,2013,Luxembourg_2013,3.8
Luxembourg,LUX,2014,Luxembourg_2014,4.08
Macedonia,MKD,1992,Macedonia_1992,2.68
Macedonia,MKD,1993,Macedonia_1993,2.39
Macedonia,MKD,1994,Macedonia_1994,2.27
Macedonia,MKD,1995,Macedonia_1995,1.98
Macedonia,MKD,1996,Macedonia_1996,2.01
Macedonia,MKD,1997,Macedonia_1997,1.69
Macedonia,MKD,1998,Macedonia_1998,2.01
Macedonia,MKD,1999,Macedonia_1999,1.92
Macedonia,MKD,2000,Macedonia_2000,0.46
Macedonia,MKD,2001,Macedonia_2001,0.55
Macedonia,MKD,2002,Macedonia_2002,0.9
Macedonia,MKD,2003,Macedonia_2003,0.9
Macedonia,MKD,2004,Macedonia_2004,0.98
Macedonia,MKD,2005,Macedonia_2005,0.85
Macedonia,MKD,2006,Macedonia_2006,0.89
Macedonia,MKD,2007,Macedonia_2007,0.92
Macedonia,MKD,2008,Macedonia_2008,0.88
Macedonia,MKD,2009,Macedonia_2009,0.84
Macedonia,MKD,2010,Macedonia_2010,0.75
Macedonia,MKD,2011,Macedonia_2011,0.59
Macedonia,MKD,2012,Macedonia_2012,0.64
Macedonia,MKD,2013,Macedonia_2013,0.59
Macedonia,MKD,2014,Macedonia_2014,0.59
Madagascar,MDG,1961,Madagascar_1961,0.08
Madagascar,MDG,1962,Madagascar_1962,0.09
Madagascar,MDG,1963,Madagascar_1963,0.1
Madagascar,MDG,1964,Madagascar_1964,0.09
Madagascar,MDG,1965,Madagascar_1965,0.12
Madagascar,MDG,1966,Madagascar_1966,0.12
Madagascar,MDG,1967,Madagascar_1967,0.13
Madagascar,MDG,1968,Madagascar_1968,0.14
Madagascar,MDG,1969,Madagascar_1969,0.15
Madagascar,MDG,1970,Madagascar_1970,0.14
Madagascar,MDG,1971,Madagascar_1971,0.15
Madagascar,MDG,1972,Madagascar_1972,0.14
Madagascar,MDG,1973,Madagascar_1973,0.16
Madagascar,MDG,1974,Madagascar_1974,0.19
Madagascar,MDG,1975,Madagascar_1975,0.22
Madagascar,MDG,1976,Madagascar_1976,0.26
Madagascar,MDG,1977,Madagascar_1977,0.27
Madagascar,MDG,1978,Madagascar_1978,0.24
Madagascar,MDG,1979,Madagascar_1979,0.26
Madagascar,MDG,1980,Madagascar_1980,0.29
Madagascar,MDG,1981,Madagascar_1981,0.18
Madagascar,MDG,1982,Madagascar_1982,0.16
Madagascar,MDG,1983,Madagascar_1983,0.2
Madagascar,MDG,1984,Madagascar_1984,0.18
Madagascar,MDG,1985,Madagascar_1985,0.19
Madagascar,MDG,1986,Madagascar_1986,0.19
Madagascar,MDG,1987,Madagascar_1987,0.18
Madagascar,MDG,1988,Madagascar_1988,0.15
Madagascar,MDG,1989,Madagascar_1989,0.16
Madagascar,MDG,1990,Madagascar_1990,0.23
Madagascar,MDG,1991,Madagascar_1991,0.17
Madagascar,MDG,1992,Madagascar_1992,0.16
Madagascar,MDG,1993,Madagascar_1993,0.16
Madagascar,MDG,1994,Madagascar_1994,0.15
Madagascar,MDG,1995,Madagascar_1995,0.16
Madagascar,MDG,1996,Madagascar_1996,0.22
Madagascar,MDG,1997,Madagascar_1997,0.14
Madagascar,MDG,1998,Madagascar_1998,0.18
Madagascar,MDG,1999,Madagascar_1999,0.35
Madagascar,MDG,2000,Madagascar_2000,0.4
Madagascar,MDG,2001,Madagascar_2001,0.41
Madagascar,MDG,2002,Madagascar_2002,0.28
Madagascar,MDG,2003,Madagascar_2003,0.38
Madagascar,MDG,2004,Madagascar_2004,0.36
Madagascar,MDG,2005,Madagascar_2005,0.34
Madagascar,MDG,2006,Madagascar_2006,0.34
Madagascar,MDG,2007,Madagascar_2007,0.38
Madagascar,MDG,2008,Madagascar_2008,0.37
Madagascar,MDG,2009,Madagascar_2009,0.4
Madagascar,MDG,2010,Madagascar_2010,0.53
Madagascar,MDG,2011,Madagascar_2011,0.5
Madagascar,MDG,2012,Madagascar_2012,0.45
Madagascar,MDG,2013,Madagascar_2013,0.42
Malawi,MWI,1961,Malawi_1961,1.6
Malawi,MWI,1962,Malawi_1962,0.04
Malawi,MWI,1963,Malawi_1963,0.04
Malawi,MWI,1964,Malawi_1964,0.04
Malawi,MWI,1965,Malawi_1965,0.06
Malawi,MWI,1966,Malawi_1966,0.06
Malawi,MWI,1967,Malawi_1967,0.07
Malawi,MWI,1968,Malawi_1968,0.11
Malawi,MWI,1969,Malawi_1969,0.15
Malawi,MWI,1970,Malawi_1970,0.11
Malawi,MWI,1971,Malawi_1971,0.13
Malawi,MWI,1972,Malawi_1972,0.14
Malawi,MWI,1973,Malawi_1973,0.14
Malawi,MWI,1974,Malawi_1974,0.13
Malawi,MWI,1975,Malawi_1975,0.13
Malawi,MWI,1976,Malawi_1976,0.13
Malawi,MWI,1977,Malawi_1977,0.11
Malawi,MWI,1978,Malawi_1978,0.16
Malawi,MWI,1979,Malawi_1979,0.12
Malawi,MWI,1980,Malawi_1980,0.17
Malawi,MWI,1981,Malawi_1981,0.13
Malawi,MWI,1982,Malawi_1982,0.16
Malawi,MWI,1983,Malawi_1983,0.17
Malawi,MWI,1984,Malawi_1984,0.1
Malawi,MWI,1985,Malawi_1985,0.19
Malawi,MWI,1986,Malawi_1986,0.16
Malawi,MWI,1987,Malawi_1987,0.08
Malawi,MWI,1988,Malawi_1988,0.08
Malawi,MWI,1989,Malawi_1989,0.11
Malawi,MWI,1990,Malawi_1990,0.2
Malawi,MWI,1991,Malawi_1991,0.16
Malawi,MWI,1992,Malawi_1992,0.32
Malawi,MWI,1993,Malawi_1993,0.1
Malawi,MWI,1994,Malawi_1994,0.14
Malawi,MWI,1995,Malawi_1995,0.14
Malawi,MWI,1996,Malawi_1996,0.11
Malawi,MWI,1997,Malawi_1997,0.13
Malawi,MWI,1998,Malawi_1998,0.12
Malawi,MWI,1999,Malawi_1999,0.13
Malawi,MWI,2000,Malawi_2000,0.16
Malawi,MWI,2001,Malawi_2001,0.15
Malawi,MWI,2002,Malawi_2002,0.15
Malawi,MWI,2003,Malawi_2003,0.14
Malawi,MWI,2004,Malawi_2004,0.14
Malawi,MWI,2005,Malawi_2005,0.14
Malawi,MWI,2006,Malawi_2006,0.14
Malawi,MWI,2007,Malawi_2007,0.14
Malawi,MWI,2008,Malawi_2008,0.14
Malawi,MWI,2009,Malawi_2009,0.15
Malawi,MWI,2010,Malawi_2010,0.15
Malawi,MWI,2011,Malawi_2011,0.15
Malaysia,MYS,1961,Malaysia_1961,0.4
Malaysia,MYS,1962,Malaysia_1962,0.34
Malaysia,MYS,1963,Malaysia_1963,0.31
Malaysia,MYS,1964,Malaysia_1964,0.29
Malaysia,MYS,1965,Malaysia_1965,0.34
Malaysia,MYS,1966,Malaysia_1966,0.34
Malaysia,MYS,1967,Malaysia_1967,0.32
Malaysia,MYS,1968,Malaysia_1968,0.31
Malaysia,MYS,1969,Malaysia_1969,0.3
Malaysia,MYS,1970,Malaysia_1970,0.27
Malaysia,MYS,1971,Malaysia_1971,0.27
Malaysia,MYS,1972,Malaysia_1972,0.25
Malaysia,MYS,1973,Malaysia_1973,0.33
Malaysia,MYS,1974,Malaysia_1974,0.4
Malaysia,MYS,1975,Malaysia_1975,0.36
Malaysia,MYS,1976,Malaysia_1976,0.4
Malaysia,MYS,1977,Malaysia_1977,0.41
Malaysia,MYS,1978,Malaysia_1978,0.47
Malaysia,MYS,1979,Malaysia_1979,0.55
Malaysia,MYS,1980,Malaysia_1980,0.61
Malaysia,MYS,1981,Malaysia_1981,0.58
Malaysia,MYS,1982,Malaysia_1982,0.62
Malaysia,MYS,1983,Malaysia_1983,0.49
Malaysia,MYS,1984,Malaysia_1984,0.5
Malaysia,MYS,1985,Malaysia_1985,0.51
Malaysia,MYS,1986,Malaysia_1986,0.47
Malaysia,MYS,1987,Malaysia_1987,0.45
Malaysia,MYS,1988,Malaysia_1988,0.48
Malaysia,MYS,1989,Malaysia_1989,0.52
Malaysia,MYS,1990,Malaysia_1990,0.6
Malaysia,MYS,1991,Malaysia_1991,0.57
Malaysia,MYS,1992,Malaysia_1992,0.7
Malaysia,MYS,1993,Malaysia_1993,0.7
Malaysia,MYS,1994,Malaysia_1994,0.72
Malaysia,MYS,1995,Malaysia_1995,0.74
Malaysia,MYS,1996,Malaysia_1996,0.74
Malaysia,MYS,1997,Malaysia_1997,0.81
Malaysia,MYS,1998,Malaysia_1998,0.85
Malaysia,MYS,1999,Malaysia_1999,0.85
Malaysia,MYS,2000,Malaysia_2000,0.45
Malaysia,MYS,2001,Malaysia_2001,0.41
Malaysia,MYS,2002,Malaysia_2002,0.41
Malaysia,MYS,2003,Malaysia_2003,0.4
Malaysia,MYS,2004,Malaysia_2004,0.41
Malaysia,MYS,2005,Malaysia_2005,0.38
Malaysia,MYS,2006,Malaysia_2006,0.34
Malaysia,MYS,2007,Malaysia_2007,0.34
Malaysia,MYS,2008,Malaysia_2008,0.37
Malaysia,MYS,2009,Malaysia_2009,0.37
Malaysia,MYS,2010,Malaysia_2010,0.38
Malaysia,MYS,2011,Malaysia_2011,0.39
Malaysia,MYS,2012,Malaysia_2012,0.41
