Entity,Code,Year,spirits,beer,wine,total_consumpssion_2015
Costa Rica,CRI,1968,2.89,0.54,0.05,5.1
Cote d'Ivoire,CIV,1968,0.14,0.96,1.77,6.5
Cuba,CUB,1968,0.94,0.74,0.19,5.5
Cyprus,CYP,1968,2.38,0.91,1.46,9.1
Czech Republic,CZE,1968,2.3,6.62,1.69,14.1
Democratic Republic of Congo,COD,1968,0,0.35,0.03,3.4
Denmark,DNK,1968,1.27,6.16,0.63,10.2
Djibouti,DJI,1968,0,1.62,2.34,0.9
Dominican Republic,DOM,1968,1.34,0.52,0.02,7.6
Ecuador,ECU,1968,0.85,0.72,0.01,6.1
Egypt,EGY,1968,0.36,0.04,0.02,0.3
El Salvador,SLV,1968,1.2,0.34,0.02,3.5
Eritrea,ERI,1968,0,0.72,0,1.4
Ethiopia,ETH,1968,0,0.81,0,4.3
Fiji,FJI,1968,0.67,0.88,0.06,3.2
Finland,FIN,1968,0.93,1.28,0.65,11.9
France,FRA,1968,2.87,2.67,16.94,11.6
Gabon,GAB,1968,0.39,0.85,4.5,11.8
Gambia,GMB,1968,0.02,0.09,0.14,3.2
Germany,DEU,1968,3.34,8.34,2.37,10.6
Ghana,GHA,1968,0.01,0.26,0,5.4
Greece,GRC,1968,3.63,2.4,4.12,9.3
Guatemala,GTM,1968,1.48,0.42,0,3.9
Guinea,GIN,1968,0,0.15,0,0.7
Guinea-Bissau,GNB,1968,1.07,0.18,1.48,4.3
Guyana,GUY,1968,1.96,0.79,0,8.6
Haiti,HTI,1968,5.75,0,0,5.9
Honduras,HND,1968,1.06,0.71,0.03,4
Hungary,HUN,1968,2.49,3.27,4.88,12.4
Iceland,ISL,1968,2.79,0.82,0.26,6.9
India,IND,1968,0.81,0,0,4.6
Indonesia,IDN,1968,0.02,0.01,0,0.6
Iran,IRN,1968,0.25,0.08,0,1
Iraq,IRQ,1968,0.37,0.06,0,0.5
Ireland,IRL,1968,1.72,6.56,0.49,10.9
Israel,ISR,1968,1.6,1.02,1.69,3.1
Italy,ITA,1968,2.12,0.71,16.89,6.1
Jamaica,JAM,1968,1.29,1.62,0.06,5.1
Japan,JPN,1968,1.63,1.45,0.04,7.5
Jordan,JOR,1968,0.13,0.08,0,0.7
Kenya,KEN,1968,0.67,2.22,0.02,4
Kiribati,KIR,1968,0.27,0.56,0.04,2.9
Kuwait,KWT,1968,0.09,0,0,0.1
Laos,LAO,1968,3.89,0.06,0.01,7.5
Lebanon,LBN,1968,1.98,0.3,0.41,2.2
Lesotho,LSO,1968,0,0.86,0,6.4
Liberia,LBR,1968,1.6,0.37,0.05,5.2
Libya,LBY,1968,0.13,0.44,0.39,0
Luxembourg,LUX,1968,3.1,5.5,9.65,11.2
Madagascar,MDG,1968,1.21,0.14,0.69,1.9
Malawi,MWI,1968,0.06,0.11,0.01,2.5
Malaysia,MYS,1968,0.14,0.31,0.01,1.7
Mali,MLI,1968,0.05,0.01,0.01,1
Malta,MLT,1968,1.1,1.29,0.16,7.2
Mauritania,MRT,1968,0,0.02,0.02,0.1
Mauritius,MUS,1968,1.22,0.53,0.08,4
Mexico,MEX,1968,1.16,2.21,0.04,6.8
Micronesia (country),FSM,1968,0,0,0,3.5
Mongolia,MNG,1968,1.74,0.13,0,7.8
Morocco,MAR,1968,0.23,0.25,0.48,0.7
Mozambique,MOZ,1968,0.4,0.29,1.18,2
Myanmar,MMR,1968,0.29,0.01,0,0.7
Namibia,NAM,1968,0,0,0,11.8
Nepal,NPL,1968,0,0,0,2.1
Netherlands,NLD,1968,2.43,3.14,0.65,9.6
New Zealand,NZL,1968,1.43,8.2,0.73,11.2
Nicaragua,NIC,1968,3.5,0.69,0.04,4.6
Niger,NER,1968,0.02,0.04,0.06,0.3
Nigeria,NGA,1968,0.01,0.13,0,11.3
North Korea,PRK,1968,1.93,0.46,0,4.4
Norway,NOR,1968,1.95,2.15,0.29,7
Oman,OMN,1968,0,0,0,0.9
Pakistan,PAK,1968,0,0.01,0,0.1
Panama,PAN,1968,2.07,1.75,0.07,7.7
Papua New Guinea,PNG,1968,0.2,0.45,0.06,3.1
Paraguay,PRY,1968,2.73,0.4,0.48,9.6
Peru,PER,1968,4.8,1.41,0.24,5.2
Philippines,PHL,1968,1.61,0.81,0,5.6
Poland,POL,1968,4.61,2.02,0.77,11.5
Portugal,PRT,1968,0.23,0.73,17.35,12.5
Qatar,QAT,1968,0,0,0,1.3
Romania,ROU,1968,2.12,1.21,4.33,12.9
Russia,RUS,1968,5.13,1.12,1.58,14.5
Rwanda,RWA,1968,0,0.3,0,10
Saint Kitts and Nevis,KNA,1968,2.94,0.67,0.16,7
Saint Lucia,LCA,1968,7.34,0.53,0.41,10.4
Samoa,WSM,1968,0.11,0.4,0.01,#N/A
Sao Tome and Principe,STP,1968,0.01,1.58,7.83,6.8
Saudi Arabia,SAU,1968,0,0,0,0.2
Senegal,SEN,1968,0.05,0.18,0.38,0.5
Seychelles,SYC,1968,0.4,1.39,0.6,6.7
Sierra Leone,SLE,1968,0.05,0.16,0.02,8.2
Singapore,SGP,1968,0.69,1.3,0.06,2.9
Slovakia,SVK,1968,2.4,6.72,2.04,12.5
Solomon Islands,SLB,1968,0.11,0.3,0.04,1.6
Somalia,SOM,1968,0.01,0.03,0.01,0.5
South Africa,ZAF,1968,2,0.77,1.9,11.5
South Korea,KOR,1968,0.81,0.12,0,10.9
Spain,ESP,1968,3.18,2.28,9.45,10.6
Sri Lanka,LKA,1968,0.21,0.05,0,4.5
Sudan,SDN,1968,0.09,1.45,0.01,2.7
Suriname,SUR,1968,3.88,1.86,0.04,6.5
Swaziland,SWZ,1968,0,6.75,0,6.4
Sweden,SWE,1968,3.22,3.26,0.74,8.7
Switzerland,CHE,1968,2.53,4.94,6.22,10.4
Syria,SYR,1968,0.11,0.03,0.45,1.4
Tanzania,TZA,1968,0.2,0.22,0.01,8.1
Thailand,THA,1968,1.62,0.09,0,8.3
Timor,TLS,1968,0.12,0.1,0.2,1.2
Togo,TGO,1968,0.27,2.78,0.29,1.9
Trinidad and Tobago,TTO,1968,1.87,0.88,0.06,6.6
Tunisia,TUN,1968,0,0.42,0.66,1.2
Turkey,TUR,1968,0.09,0.09,0.17,2.4
Uganda,UGA,1968,0.22,0.19,0.01,10.5
United Kingdom,GBR,1968,1.14,6.35,0.42,12
United States,USA,1968,4.16,4.13,0.98,9
Uruguay,URY,1968,0.42,1.73,4.07,7
Vanuatu,VUT,1968,0.48,1.39,2.87,1.2
Venezuela,VEN,1968,3,2.96,0.13,8.3
Vietnam,VNM,1968,0.58,0.24,0,8.7
Yemen,YEM,1968,0,0.53,0,0.2
Zambia,ZMB,1968,0.05,1.2,0.03,4
Zimbabwe,ZWE,1968,1.37,0.54,0,4.8
Afghanistan,AFG,1967,0,0,0,1
Albania,ALB,1967,0.49,0.49,0.19,6.6
Algeria,DZA,1967,0.05,0.33,0.5,0.6
Angola,AGO,1967,0.29,1.09,3.87,7.6
Antigua and Barbuda,ATG,1967,4.03,0.78,0.03,3.2
Argentina,ARG,1967,2.14,0.66,14.16,7.6
Australia,AUS,1967,1.32,8.1,1.3,12.6
Austria,AUT,1967,1.8,6.5,4.8,8.5
Bahamas,BHS,1967,9.08,3.96,1.64,4.2
Bangladesh,BGD,1967,0,0,0,0.2
Belgium,BEL,1967,1.26,7.94,1.53,10.8
Belize,BLZ,1967,3.63,0.79,0.03,8.3
Benin,BEN,1967,0.11,0.42,0.17,2.2
Bhutan,BTN,1967,0,0.52,0,1.1
Bolivia,BOL,1967,1.74,0.61,0.05,5.8
Botswana,BWA,1967,0.37,3.4,0.12,7.7
Brazil,BRA,1967,1.46,0.72,0.44,9.1
Brunei,BRN,1967,0.44,0.81,0.03,0.8
Bulgaria,BGR,1967,2.71,1.74,3.39,11.3
Burkina Faso,BFA,1967,0.01,0.34,0.04,7.4
Burundi,BDI,1967,0.02,1.43,0.02,9.8
Cameroon,CMR,1967,0.11,0.69,0.59,7.7
Canada,CAN,1967,2.4,4.17,0.4,10.3
Cape Verde,CPV,1967,0.48,0.17,1.13,7.2
Central African Republic,CAF,1967,0.05,1.01,0.67,3.8
Chad,TCD,1967,0.02,0.25,0.17,4.4
Chile,CHL,1967,1.01,1.5,8.89,9.3
China,CHN,1967,0.69,0.01,0,7.6
Colombia,COL,1967,0.98,2.52,0.01,6.6
Comoros,COM,1967,0,0.04,0.15,0.2
Congo,COG,1967,0.1,0.84,0.02,3.9
Costa Rica,CRI,1967,2.78,0.54,0.05,5.1
Cote d'Ivoire,CIV,1967,0.1,0.96,1.49,6.5
Cuba,CUB,1967,0.94,1.31,0.1,5.5
Cyprus,CYP,1967,2.41,0.89,1.88,9.1
Czech Republic,CZE,1967,1.86,6.81,1.97,14.1
Democratic Republic of Congo,COD,1967,0.02,0.48,0.02,3.4
Denmark,DNK,1967,1.28,5.98,0.63,10.2
Djibouti,DJI,1967,0,1.46,2.04,0.9
Dominican Republic,DOM,1967,1.43,0.38,0.01,7.6
Ecuador,ECU,1967,0.78,0.66,0.01,6.1
Egypt,EGY,1967,0.41,0.05,0.02,0.3
El Salvador,SLV,1967,1.18,0.34,0.01,3.5
Eritrea,ERI,1967,0,0.74,0,1.4
Ethiopia,ETH,1967,0,0.84,0,4.3
Fiji,FJI,1967,0.47,0.75,0.04,3.2
Finland,FIN,1967,0.93,1.01,0.62,11.9
France,FRA,1967,3.35,2.73,16.97,11.6
Gabon,GAB,1967,0.3,1.81,4.74,11.8
Gambia,GMB,1967,0.02,0.09,0.16,3.2
Germany,DEU,1967,2.88,8.21,2.42,10.6
Ghana,GHA,1967,0.01,0.3,0,5.4
Greece,GRC,1967,3.13,2.4,4.56,9.3
Guatemala,GTM,1967,1.55,0.42,0,3.9
Guinea,GIN,1967,0,0.15,0.01,0.7
Guinea-Bissau,GNB,1967,1.05,0.18,1.23,4.3
Guyana,GUY,1967,2.41,0.97,0,8.6
Haiti,HTI,1967,5.49,0,0,5.9
Honduras,HND,1967,0.97,0.67,0.02,4
Hungary,HUN,1967,2.39,3.2,4.83,12.4
Iceland,ISL,1967,3.21,0.94,0.27,6.9
India,IND,1967,0.69,0,0,4.6
Indonesia,IDN,1967,0.03,0.01,0,0.6
Iran,IRN,1967,0.15,0.03,0,1
Iraq,IRQ,1967,0.33,0.06,0,0.5
Ireland,IRL,1967,1.54,6,0.47,10.9
Israel,ISR,1967,1.49,0.88,1.92,3.1
Italy,ITA,1967,2.12,0.69,16.2,6.1
Jamaica,JAM,1967,1.52,1.47,0.06,5.1
Japan,JPN,1967,1.61,1.49,0.04,7.5
Jordan,JOR,1967,0.09,0.07,0,0.7
Kenya,KEN,1967,0.59,2.4,0.01,4
Kiribati,KIR,1967,0.19,0.56,0.02,2.9
Kuwait,KWT,1967,0.09,0,0,0.1
Laos,LAO,1967,3.95,0.04,0.01,7.5
Lebanon,LBN,1967,2.32,0.3,0.42,2.2
Lesotho,LSO,1967,0,0.87,0,6.4
Liberia,LBR,1967,1.43,0.42,0.05,5.2
Libya,LBY,1967,0.13,0.34,0.4,0
Luxembourg,LUX,1967,3.11,5.47,9.69,11.2
Madagascar,MDG,1967,1.26,0.13,0.57,1.9
Malawi,MWI,1967,0.05,0.07,0.01,2.5
Malaysia,MYS,1967,0.16,0.32,0.01,1.7
Mali,MLI,1967,0.03,0.01,0.01,1
Malta,MLT,1967,1.32,1.36,0.12,7.2
Mauritania,MRT,1967,0,0.03,0.02,0.1
Mauritius,MUS,1967,1.55,0.61,0.07,4
Mexico,MEX,1967,1.2,2.23,0.04,6.8
Micronesia (country),FSM,1967,0,0,0,3.5
Mongolia,MNG,1967,1.73,0.12,0,7.8
Morocco,MAR,1967,0.21,0.27,0.48,0.7
Mozambique,MOZ,1967,0.38,0.25,1.27,2
Myanmar,MMR,1967,0.33,0.01,0,0.7
Namibia,NAM,1967,0,0,0,11.8
Nepal,NPL,1967,0,0,0,2.1
Netherlands,NLD,1967,2.26,3.08,0.64,9.6
New Zealand,NZL,1967,1.67,8.19,0.64,11.2
Nicaragua,NIC,1967,3.49,0.64,0.01,4.6
Niger,NER,1967,0.01,0.05,0.07,0.3
Nigeria,NGA,1967,0.01,0.11,0,11.3
North Korea,PRK,1967,1.93,0.52,0,4.4
Norway,NOR,1967,1.88,1.99,0.28,7
Oman,OMN,1967,0,0,0,0.9
Pakistan,PAK,1967,0,0.01,0,0.1
Panama,PAN,1967,1.96,1.87,0.07,7.7
Papua New Guinea,PNG,1967,0.2,0.42,0.04,3.1
Paraguay,PRY,1967,3.27,0.38,0.41,9.6
Peru,PER,1967,4.23,1.41,0.29,5.2
Philippines,PHL,1967,1.42,0.7,0,5.6
Poland,POL,1967,4.25,1.96,0.73,11.5
Portugal,PRT,1967,0.29,0.65,16.09,12.5
Qatar,QAT,1967,0,0,0,1.3
Romania,ROU,1967,2,1.16,3.96,12.9
Russia,RUS,1967,4.92,1.09,1.44,14.5
Rwanda,RWA,1967,0,0.29,0,10
Saint Kitts and Nevis,KNA,1967,3.56,0.61,0.15,7
Saint Lucia,LCA,1967,6.88,0.43,0.37,10.4
Samoa,WSM,1967,0.47,0.4,0.01,#N/A
Sao Tome and Principe,STP,1967,0.01,0.99,6.77,6.8
Saudi Arabia,SAU,1967,0,0,0,0.2
Senegal,SEN,1967,0.06,0.17,0.44,0.5
Seychelles,SYC,1967,0.38,1.4,0.63,6.7
Sierra Leone,SLE,1967,0.09,0.14,0.01,8.2
Singapore,SGP,1967,0.64,1.35,0.04,2.9
Slovakia,SVK,1967,1.95,6.46,2.4,12.5
Solomon Islands,SLB,1967,0.1,0.31,0.02,1.6
Somalia,SOM,1967,0.01,0.01,0.01,0.5
South Africa,ZAF,1967,1.93,0.71,1.92,11.5
South Korea,KOR,1967,0.88,0.15,0,10.9
Spain,ESP,1967,3.18,2.1,9.26,10.6
Sri Lanka,LKA,1967,0.18,0.04,0,4.5
Sudan,SDN,1967,0.06,1.23,0.01,2.7
Suriname,SUR,1967,3.91,1.72,0.04,6.5
Swaziland,SWZ,1967,0,6.26,0,6.4
Sweden,SWE,1967,3.4,2.87,0.69,8.7
Switzerland,CHE,1967,2.27,5.15,6.32,10.4
Syria,SYR,1967,0.09,0.03,0,1.4
Tanzania,TZA,1967,0.18,0.16,0.01,8.1
Thailand,THA,1967,1.57,0.08,0,8.3
Timor,TLS,1967,0.1,0.08,0.26,1.2
Togo,TGO,1967,0.19,3.3,0.25,1.9
Trinidad and Tobago,TTO,1967,1.98,0.89,0.07,6.6
Tunisia,TUN,1967,0.15,0.43,1.53,1.2
Turkey,TUR,1967,0.09,0.09,0.15,2.4
Uganda,UGA,1967,0.31,0.21,0.01,10.5
United Kingdom,GBR,1967,1.1,6.21,0.37,12
United States,USA,1967,3.97,4.05,0.95,9
Uruguay,URY,1967,0.41,1.3,4.08,7
Vanuatu,VUT,1967,0.26,1.67,3.18,1.2
Venezuela,VEN,1967,2.99,2.87,0.1,8.3
Vietnam,VNM,1967,0.59,0.26,0,8.7
Yemen,YEM,1967,0.01,0.55,0,0.2
Zambia,ZMB,1967,0.07,0.97,0.04,4
Zimbabwe,ZWE,1967,1.41,0.54,0,4.8
Afghanistan,AFG,1966,0,0,0,1
Albania,ALB,1966,0.38,0.51,0.13,6.6
Algeria,DZA,1966,0.05,0.29,0.5,0.6
Angola,AGO,1966,0.3,1.12,4.35,7.6
Antigua and Barbuda,ATG,1966,4.15,0.72,0.02,3.2
Argentina,ARG,1966,2.13,0.71,13.75,7.6
Australia,AUS,1966,1.19,7.84,1.17,12.6
Austria,AUT,1966,1.2,6.5,4.7,8.5
Bahamas,BHS,1966,12.48,3.61,1.62,4.2
Bangladesh,BGD,1966,0,0,0,0.2
Belgium,BEL,1966,1.25,7.65,1.4,10.8
Belize,BLZ,1966,3.74,0.9,0.03,8.3
Benin,BEN,1966,0.42,0.46,0.19,2.2
Bhutan,BTN,1966,0,0.49,0,1.1
Bolivia,BOL,1966,1.59,0.59,0.05,5.8
Botswana,BWA,1966,0.38,3.48,0.12,7.7
Brazil,BRA,1966,0.75,0.64,0.36,9.1
Brunei,BRN,1966,0.4,0.86,0.03,0.8
Bulgaria,BGR,1966,2.55,1.53,3.23,11.3
Burkina Faso,BFA,1966,0.01,0.31,0.06,7.4
Burundi,BDI,1966,0.02,1.52,0.02,9.8
Cameroon,CMR,1966,0.14,0.61,0.49,7.7
Canada,CAN,1966,2.34,4.04,0.38,10.3
Cape Verde,CPV,1966,0.44,0.16,1.32,7.2
Central African Republic,CAF,1966,0.06,0.98,0.53,3.8
Chad,TCD,1966,0.02,0.23,0.13,4.4
Chile,CHL,1966,1.06,1.46,8.82,9.3
China,CHN,1966,0.79,0.01,0,7.6
Colombia,COL,1966,0.99,2.95,0.02,6.6
Comoros,COM,1966,0,0.04,0.18,0.2
Congo,COG,1966,0.1,0.66,0.02,3.9
Costa Rica,CRI,1966,3.98,0.54,0.03,5.1
Cote d'Ivoire,CIV,1966,0.09,0.93,1.87,6.5
Cuba,CUB,1966,1.12,0.97,0.09,5.5
Cyprus,CYP,1966,2.45,0.87,1.51,9.1
Czech Republic,CZE,1966,1.66,6.76,2.07,14.1
Democratic Republic of Congo,COD,1966,0.03,0.49,0.02,3.4
Denmark,DNK,1966,1.26,5.81,0.6,10.2
Djibouti,DJI,1966,0,1.56,2.4,0.9
Dominican Republic,DOM,1966,1.54,0.44,0.01,7.6
Ecuador,ECU,1966,0.82,0.68,0.01,6.1
Egypt,EGY,1966,0.44,0.05,0.02,0.3
El Salvador,SLV,1966,1.13,0.35,0.03,3.5
Eritrea,ERI,1966,0,0.75,0,1.4
Ethiopia,ETH,1966,0,0.88,0,4.3
Fiji,FJI,1966,0.63,0.76,0.03,3.2
Finland,FIN,1966,0.93,0.88,0.58,11.9
France,FRA,1966,3.38,2.71,17.23,11.6
Gabon,GAB,1966,0.34,1.63,4.16,11.8
Gambia,GMB,1966,0.03,0.1,0.1,3.2
Germany,DEU,1966,3.04,8.14,2.41,10.6
Ghana,GHA,1966,0.02,0.34,0,5.4
Greece,GRC,1966,3.52,2.45,4.13,9.3
Guatemala,GTM,1966,1.77,0.43,0,3.9
Guinea,GIN,1966,0,0.15,0.01,0.7
Guinea-Bissau,GNB,1966,1,0.13,1.61,4.3
Guyana,GUY,1966,1.97,0.88,0,8.6
Haiti,HTI,1966,6.26,0,0,5.9
Honduras,HND,1966,1,0.69,0.03,4
Hungary,HUN,1966,2.26,3,4.32,12.4
Iceland,ISL,1966,3.17,0.78,0.25,6.9
India,IND,1966,0.67,0,0,4.6
Indonesia,IDN,1966,0.03,0,0,0.6
Iran,IRN,1966,0.12,0.05,0,1
Iraq,IRQ,1966,0.37,0.06,0,0.5
Ireland,IRL,1966,1.47,5.95,0.45,10.9
Israel,ISR,1966,1.41,1.07,1.7,3.1
Italy,ITA,1966,1.98,0.65,16.1,6.1
Jamaica,JAM,1966,0.9,1.4,0.05,5.1
Japan,JPN,1966,1.64,1.31,0.02,7.5
Jordan,JOR,1966,0.09,0.09,0,0.7
Kenya,KEN,1966,0.55,2.36,0.05,4
Kiribati,KIR,1966,0.07,0.59,0.01,2.9
Kuwait,KWT,1966,0.09,0,0,0.1
Laos,LAO,1966,3.49,0.04,0.01,7.5
Lebanon,LBN,1966,2.13,0.29,0.44,2.2
Lesotho,LSO,1966,0,0.99,0,6.4
Liberia,LBR,1966,1.28,0.53,0.08,5.2
Libya,LBY,1966,0.14,0.32,0.4,0
Luxembourg,LUX,1966,3.21,5.43,9.82,11.2
Madagascar,MDG,1966,1.43,0.12,0.58,1.9
Malawi,MWI,1966,0.03,0.06,0.01,2.5
Malaysia,MYS,1966,0.15,0.34,0.01,1.7
Mali,MLI,1966,0,0.01,0.01,1
Malta,MLT,1966,1.66,1.12,0.07,7.2
Mauritania,MRT,1966,0,0.02,0.02,0.1
Mauritius,MUS,1966,1.33,0.57,0.09,4
Mexico,MEX,1966,0.91,2.18,0.04,6.8
Micronesia (country),FSM,1966,0,0,0,3.5
